,popup,Plant state abbreviation_x,lat,lon,Plant state abbreviation_y,plant_annual_generation,state_annual_generation,perc_gen_state
1365,Panoche Energy Center,CA,36.6514,-120.5833,CA,672032,196943237.0,0.3412313163106992
1366,Panoche Valley Solar Farm,CA,36.627,-120.879,CA,355996,196943237.0,0.1807607133013661
1367,Paramount Refinery,CA,33.9,-118.151389,CA,0,196943237.0,0.0
1368,Pardee,CA,38.2569,-120.8507,CA,56224,196943237.0,0.0285483273538354
1369,Park Meridian #1,CA,33.896111,-117.283611,CA,2811,196943237.0,0.0014273148155882
1370,Parker,CA,37.477838,-120.444492,CA,4020,196943237.0,0.0020411972816309
1371,Parker Dam,CA,34.295334,-114.140222,CA,437028,196943237.0,0.2219055635812465
1372,Parnassus Central Utility Plant,CA,37.762524,-122.456747,CA,69951,196943237.0,0.0355183559819319
1373,PE Berkeley,CA,37.870331,-122.26337,CA,148971,196943237.0,0.0756415920999612
1374,Pebbly Beach Generating Station Hybrid,CA,33.333056,-118.310278,CA,28896,196943237.0,0.0146722479228875
1375,Perris,CA,33.8361,-117.1831,CA,0,196943237.0,0.0
1376,PFMG Solar Grossmont Helix LLC,CA,32.753281,-117.035241,CA,2252,196943237.0,0.0011434766861275
1377,Phelan Pinon Hills CSD Solar,CA,34.57654,-117.58281,CA,2639,196943237.0,0.0013399800065234
1378,Phillips 66 Carbon Plant,CA,38.018056,-122.2344,CA,112434,196943237.0,0.0570895460604214
1379,Phillips 66 Rodeo Refinery,CA,38.0417,-122.2583,CA,353829,196943237.0,0.1796603962592531
1380,Phoenix,CA,38.032103,-120.326537,CA,5344,196943237.0,0.0027134722072228
1381,Pierce College,CA,34.183611,-118.574722,CA,3204,196943237.0,0.0016268646990909
1382,Pilot Knob,CA,32.736642,-114.713858,CA,20832,196943237.0,0.010577667107198
1383,Pine Flat,CA,36.8326,-119.327,CA,51939,196943237.0,0.0263725735349825
1384,Pine Tree Solar Project,CA,35.229635,-118.1957,CA,8304,196943237.0,0.004216443339966
1385,Pine Tree Wind Power Project,CA,35.248006,-118.175356,CA,215703,196943237.0,0.109525466975035
1386,Pinyon Pine I,CA,35.043411,-118.211835,CA,312631,196943237.0,0.1587416784461606
1387,Pinyon Pine II,CA,35.026759,-118.223333,CA,228241,196943237.0,0.1158917683474452
1388,Pit 1,CA,40.99084,-121.498243,CA,142098,196943237.0,0.0721517540609937
1389,Pit 3,CA,40.997448,-121.748139,CA,188394,196943237.0,0.0956590349939256
1390,Pit 4,CA,40.986361,-121.84944,CA,186986,196943237.0,0.094944108184837
1391,Pit 5,CA,40.986197,-121.977594,CA,465089,196943237.0,0.2361538314717554
1392,Pit 6,CA,40.922568,-121.992906,CA,229588,196943237.0,0.1165757217649469
1393,Pit 7,CA,40.847462,-121.990798,CA,280980,196943237.0,0.1426705502966826
1394,Pixar - Emeryville,CA,37.83286,-122.284003,CA,6619,196943237.0,0.0033608668674416
1395,Plant No 1 Orange County,CA,33.6942,-117.9381,CA,34068,196943237.0,0.0172983853210455
1396,Plant No 2 Orange County,CA,33.6433,-117.9556,CA,41570,196943237.0,0.021107604725721
1397,Pleasant Valley Hydro,CA,37.41416,-118.523889,CA,3665,196943237.0,0.0018609422978053
1398,Pleasanton - Amador Valley High School,CA,37.662431,-121.874678,CA,1576,196943237.0,0.0008002305760821
1399,Poe,CA,39.722892,-121.469814,CA,226460,196943237.0,0.1149874468652102
1400,Point Wind,CA,35.080833,-118.361389,CA,179612,196943237.0,0.0911998821264423
1401,POM Beverage Solar,CA,36.39026,-119.35792,CA,0,196943237.0,0.0
1402,POM Juice Solar,CA,36.392479,-119.351133,CA,0,196943237.0,0.0
1403,Ponderosa Bailey Creek,CA,40.4579,-121.8427,CA,114,196943237.0,5.7884699031325456e-05
1404,Poole,CA,37.944237,-119.2161,CA,15846,196943237.0,0.0080459731653542
1405,Port of LA Solar FiT Project,CA,33.727977,-118.280032,CA,1728,196943237.0,0.0008774101747906
1406,Portal,CA,37.257045,-119.158936,CA,11402,196943237.0,0.0057894854241681
1407,"Portal Ridge Solar B, LLC",CA,34.71647,-118.2821,CA,46449,196943237.0,0.0235849682921582
1408,"Portal Ridge Solar C, LLC",CA,34.71412,-118.2739,CA,30316,196943237.0,0.01539326785819
1409,Porterville 6 and 7,CA,36.05,-119.02,CA,5278,196943237.0,0.0026799600130468
1410,Porterville Solar,CA,36.102778,-119.039722,CA,6713,196943237.0,0.0034085963561165
1411,Potrero Hills Energy Producers,CA,38.216973,-121.979452,CA,59570,196943237.0,0.0302472940464566
1412,Potter Valley,CA,39.361786,-123.127934,CA,2662,196943237.0,0.0013516584984332
1413,Power Generation Station (PGS) 2,CA,37.825833,-122.296111,CA,16112,196943237.0,0.0081810374630939
1414,Powhatan Solar Power Generation Station 1 LLC,CA,34.496944,-117.145,CA,4199,196943237.0,0.0021320864143204
1415,Prairie,CA,34.239244,-118.583575,CA,2408,196943237.0,0.0012226873269072
1416,PRC-Desoto Intl/PPG Aerospace,CA,34.989722,-118.150556,CA,0,196943237.0,0.0
1417,Preferred Freezer San Leandro,CA,37.711995,-122.150665,CA,3473,196943237.0,0.0017634522783841
1418,Prima Plant,CA,33.494925,-117.614587,CA,45004,196943237.0,0.0228512543439102
1419,Prologis L.P,CA,37.725044,-121.529783,CA,3706,196943237.0,0.0018817604790358
1420,PSREC/SIAD Solar,CA,40.15006,-120.123352,CA,5992,196943237.0,0.0030425010227693
1421,Puente Hills Energy Recovery,CA,34.0233,-118.0241,CA,194232,196943237.0,0.0986233408969509
1422,Pumpjack Solar I,CA,35.305556,-119.6225,CA,49235,196943237.0,0.0249995890948009
1423,Putah Creek Solar Farm,CA,38.521111,-121.993889,CA,5208,196943237.0,0.0026444167767995
1424,"PVN Milliken, LLC",CA,34.038433,-117.565802,CA,4935,196943237.0,0.002505798155435
1425,Q Plant,CA,32.904167,-117.201111,CA,35893,196943237.0,0.0182250482660646
1426,Quinto Solar PV Project,CA,37.130278,-121.052222,CA,275219,196943237.0,0.1397453419535294
1427,R C Kirkwood,CA,37.877667,-119.953233,CA,322540,196943237.0,0.1637730774172255
1428,R E Badger Filtration Plant,CA,33.051,-117.175,CA,0,196943237.0,0.0
1429,Radiance Solar 4,CA,34.665556,-118.288056,CA,3296,196943237.0,0.0016735786667302
1430,Radiance Solar 5,CA,34.665556,-118.286944,CA,3266,196943237.0,0.0016583458511956
1431,Ralston,CA,39.000999,-120.725053,CA,118007,196943237.0,0.0599192954262247
1432,Ramona 1,CA,33.012222,-116.875,CA,4529,196943237.0,0.0022996473852006
1433,Ramona 2,CA,33.012222,-116.875,CA,11784,196943237.0,0.0059834499419749
1434,Ramona Solar Energy,CA,33.018486,-116.860713,CA,2506,196943237.0,0.0012724478576535
1435,Rancho Cordova Medical Offices,CA,38.576571,-121.291035,CA,1728,196943237.0,0.0008774101747906
1436,Rancho Cucamonga Dist #1,CA,34.100278,-117.552778,CA,3182,196943237.0,0.0016156939676989
1437,Rancho Penasquitos,CA,32.93695,-117.113669,CA,9958,196943237.0,0.005056279236438
1438,"Rancho Seco Solar II, LLC",CA,38.346814,-121.119839,CA,322305,196943237.0,0.1636537536955382
1439,"Rancho Seco Solar, LLC",CA,38.339857,-121.114494,CA,22317,196943237.0,0.0113316914761586
1440,Ratkovich Alhambra,CA,34.08145,-118.15191,CA,7369,196943237.0,0.0037416872558055
1441,RCWD PV Project,CA,33.5226,-117.1815,CA,8427,196943237.0,0.0042788978836577
1442,"RE Adams East, LLC",CA,36.6175,-120.290833,CA,44794,196943237.0,0.0227446246351683
1443,RE Astoria,CA,34.844226,-118.458466,CA,300528,196943237.0,0.1525962528990015
1444,RE Astoria 2,CA,34.836649,-118.480204,CA,229793,196943237.0,0.1166798126710997
1445,RE Barren Ridge 1,CA,35.20473,-118.06875,CA,171285,196943237.0,0.0869717602945664
1446,RE Bruceville 1 LLC,CA,38.3475,-121.412777,CA,11040,196943237.0,0.0056056761167178
1447,RE Bruceville 2 LLC,CA,38.3475,-121.412777,CA,10996,196943237.0,0.0055833346539338
1448,RE Bruceville 3 LLC,CA,38.3475,-121.412777,CA,10692,196943237.0,0.0054289754565169
1449,RE Camelot LLC,CA,35.026667,-118.185556,CA,116009,196943237.0,0.0589047899116231
1450,RE Columbia 3 LLC,CA,35.024722,-118.164167,CA,22747,196943237.0,0.0115500284988207
1451,"RE Columbia Two, LLC",CA,35.026667,-118.185556,CA,41512,196943237.0,0.0210781546156875
1452,RE Dillard 1 LLC,CA,38.468611,-121.181944,CA,5564,196943237.0,0.0028251795211429
1453,RE Dillard 2 LLC,CA,38.466111,-121.177778,CA,6526,196943237.0,0.0033136451392844
1454,RE Dillard 3 LLC,CA,38.461944,-121.180278,CA,6309,196943237.0,0.0032034611069178
1455,RE Dillard 4 LLC,CA,38.461944,-121.180278,CA,0,196943237.0,0.0
1456,RE Garland,CA,34.825267,-118.524989,CA,480956,196943237.0,0.2442104676079839
1457,RE Garland A,CA,34.821453,-118.497406,CA,55493,196943237.0,0.02817715441531
1458,RE Kammerer 1 LLC,CA,38.365053,-121.381101,CA,11177,196943237.0,0.0056752393076589
1459,RE Kammerer 2 LLC,CA,38.365053,-121.381101,CA,11250,196943237.0,0.0057123058254597
1460,RE Kammerer 3 LLC,CA,38.365053,-121.381101,CA,10968,196943237.0,0.0055691173594348
1461,"RE Kansas Solar, LLC",CA,36.247778,-119.833889,CA,47158,196943237.0,0.0239449704992916
1462,RE Kansas South LLC,CA,36.226111,-119.834167,CA,50699,196943237.0,0.0257429504928874
1463,"RE Kent South, LLC",CA,36.226111,-119.905278,CA,48846,196943237.0,0.0248020702533695
1464,RE McKenzie 1 LLC,CA,38.302594,-121.295819,CA,11700,196943237.0,0.0059407980584781
1465,RE McKenzie 2 LLC,CA,38.302594,-121.295819,CA,11799,196943237.0,0.0059910663497421
1466,RE McKenzie 3 LLC,CA,38.302594,-121.295819,CA,11706,196943237.0,0.005943844621585
1467,RE McKenzie 4 LLC,CA,38.302594,-121.295819,CA,12234,196943237.0,0.0062119421749932
1468,RE McKenzie 5 LLC,CA,38.302594,-121.295819,CA,11511,196943237.0,0.0058448313206104
1469,RE McKenzie 6 LLC,CA,38.302594,-121.295819,CA,11549,196943237.0,0.0058641262202875
1470,RE Mustang LLC,CA,36.221667,-119.903056,CA,204049,196943237.0,0.1036080259003765
1471,"RE Old River One, LLC",CA,35.223333,-119.088889,CA,45024,196943237.0,0.0228614095542666
1472,RE Rio Grande Solar LLC,CA,35.00745,-118.16451,CA,10445,196943237.0,0.0053035586086157
1473,RE Rosamond One LLC,CA,34.9,-118.246944,CA,59404,196943237.0,0.0301630058004987
1474,RE Rosamond Two LLC,CA,34.900278,-118.238333,CA,44491,196943237.0,0.0225907731982693
1475,RE Tranquillity,CA,36.581365,-120.40447,CA,486592,196943237.0,0.2470722058864098
1476,RE Victor Phelan Solar One LLC,CA,34.51231,-117.47753,CA,45505,196943237.0,0.0231056423633374
1477,Red Bluff,CA,40.1501,-122.2124,CA,13984,196943237.0,0.0071005230811759
1478,Red Mountain,CA,33.3944,-117.1889,CA,13829,196943237.0,0.007021820200914
1479,Redcrest Solar Farm,CA,35.321944,-118.812778,CA,34418,196943237.0,0.0174761015022821
1480,Redwood 4 Solar Farm,CA,35.314198,-118.81192,CA,48181,196943237.0,0.0244644095090201
1481,Redwood Coast Airport Microgrid,CA,40.967222,-124.104444,CA,19,196943237.0,9.647449838554243e-06
1482,Reedley Community College Solar,CA,36.60563,-119.4577,CA,3816,196943237.0,0.0019376141359959
1483,Regional Wastewater Control Facility,CA,37.9369,-121.3294,CA,4239,196943237.0,0.0021523968350332
1484,Regulus Solar Project,CA,35.3,-118.851944,CA,157497,196943237.0,0.079970758274883
1485,Renew Solar ABC Sacramento LLC,CA,38.39945,-121.29319,CA,3339,196943237.0,0.0016954123689964
1486,RE-VFO LLC,CA,36.353675,-119.400823,CA,2000,196943237.0,0.0010155210356372
1487,Rialto - High School,CA,34.090318,-117.355604,CA,0,196943237.0,0.0
1488,Richard J Donovan Correctional Facility,CA,32.583571,-116.930907,CA,728,196943237.0,0.0003696496569719
1489,Richmond Cogen,CA,37.9418,-122.3909,CA,921955,196943237.0,0.4681323482054882
1490,Ridgetop,CA,35.074,-118.3153,CA,151800,196943237.0,0.0770780466048702
1491,Ridgetop Energy LLC,CA,35.0697,-118.3167,CA,42510,196943237.0,0.0215848996124705
1492,Rio Bravo Fresno,CA,36.688915,-119.723218,CA,145728,196943237.0,0.0739949247406754
1493,Rio Bravo Hydro Project,CA,35.43,-118.8222,CA,3600,196943237.0,0.0018279378641471
1494,Rio Bravo Rocklin,CA,38.8319,-121.313652,CA,165547,196943237.0,0.0840582304433231
1495,Rio Bravo Solar 1 LLC,CA,35.416111,-119.6825,CA,48299,196943237.0,0.0245243252501227
1496,Rio Bravo Solar II LLC,CA,35.4225,-119.629167,CA,49804,196943237.0,0.0252885048294397
1497,Rio Hondo,CA,34.004722,-118.09917,CA,0,196943237.0,0.0
1498,Ripon Generation Station,CA,37.7315,-121.116,CA,30942,196943237.0,0.0157111259423444
1499,Rising Tree Wind Farm,CA,35.0775,-118.218333,CA,246855,196943237.0,0.1253432226261214
1500,Rising Tree Wind Farm II,CA,35.088889,-118.206389,CA,57161,196943237.0,0.0290240989590315
1501,Rising Tree Wind Farm III,CA,35.060556,-118.243333,CA,276618,196943237.0,0.1404556989179577
1502,Riverside Energy Resource Center,CA,33.9636,-117.4528,CA,56050,196943237.0,0.028459977023735
1503,Riverside RWQCP Fuel Cell,CA,33.9617,-117.455897,CA,8637,196943237.0,0.0043855275923996
1504,Riverview Energy Center,CA,38.014423,-121.790679,CA,16272,196943237.0,0.0082622791459449
1505,Roaring Creek Water Power,CA,40.882061,-121.948353,CA,1269,196943237.0,0.0006443480971118
1506,Robbs Peak,CA,38.896511,-120.378292,CA,23042,196943237.0,0.0116998178515772
1507,Robert O Schulz Solar Farm,CA,37.8583,-120.8917,CA,2161,196943237.0,0.001097270479006
1508,Rock Creek,CA,39.90521,-121.345226,CA,228174,196943237.0,0.1158577483927513
1509,Rock Creek LP,CA,38.78342,-120.778506,CA,72,196943237.0,3.655875728294239e-05
1510,Rockwood,CA,32.9553,-115.5364,CA,2968,196943237.0,0.0015070332168857
1511,Rodeo Solar C2,CA,34.713333,-118.289444,CA,3489,196943237.0,0.0017715764466692
1512,Rodeo Solar D2,CA,34.713333,-118.289444,CA,3341,196943237.0,0.001696427890032
1513,Roll Delano,CA,35.734167,-119.236667,CA,8498,196943237.0,0.0043149488804228
1514,Roll Delano 2,CA,35.739722,-119.238056,CA,5903,196943237.0,0.0029973103366834
1515,Roll Lost Hills,CA,35.653056,-119.889722,CA,4922,196943237.0,0.0024991972687033
1516,Rollins,CA,39.134259,-120.953341,CA,32423,196943237.0,0.0164631192692339
1517,Roseburg Forest Products Biomass,CA,41.435556,-122.376944,CA,48390,196943237.0,0.0245705314572442
1518,Roseville Energy Park,CA,38.7928,-121.3811,CA,513068,196943237.0,0.2605156733561762
1519,Roseville Power Plant #2,CA,38.810677,-121.323807,CA,10180,196943237.0,0.0051690020713937
1520,RPUWD Scheuer Well Solar Project,CA,34.11193,-117.27326,CA,6735,196943237.0,0.0034197670875085
1521,"Rudy Solar, LLC",CA,34.766389,-117.323611,CA,2555,196943237.0,0.0012973281230266
1522,Rush Creek,CA,37.766954,-119.123284,CA,22060,196943237.0,0.0112011970230792
1523,Rutan,CA,34.643889,-118.163056,CA,3085,196943237.0,0.0015664411974705
1524,Sacramento (SMUD),CA,38.587222,-121.457778,CA,0,196943237.0,0.0
1525,Sacramento Fairbain Water Treatment Plant,CA,38.554802,-121.416791,CA,790,196943237.0,0.0004011308090767
1526,Sacramento Point West Medical Offices,CA,38.596314,-121.428022,CA,2378,196943237.0,0.0012074545113727
1527,Sacramento Regional County Sanitation PV,CA,38.448604,-121.46369,CA,7609,196943237.0,0.003863549780082
1528,Sacramento Soleil LLC,CA,38.44979,-121.16469,CA,0,196943237.0,0.0
1529,Saint Agnes Medical Center,CA,36.8347,-119.7667,CA,29332,196943237.0,0.0148936315086564
1530,Saint Johns Health Center,CA,34.030318,-118.47844,CA,0,196943237.0,0.0
1531,Salt Springs,CA,38.497914,-120.21811,CA,69589,196943237.0,0.0353345466744816
1532,Salton Sea Power Gen Co - Unit 2,CA,33.1589,-115.6455,CA,77295,196943237.0,0.0392473492247921
1533,Salton Sea Power Gen Co - Unit 3,CA,33.158153,-115.638656,CA,249770,196943237.0,0.1268233445355628
1534,Salton Sea Power Gen Co - Unit 4,CA,33.157,-115.6386,CA,275309,196943237.0,0.1397910404001331
1535,Salton Sea Power Gen Co Unit 1,CA,33.158,-115.6475,CA,69061,196943237.0,0.0350664491210733
1536,Salton Sea Power LLC - Unit 5,CA,33.1533,-115.6384,CA,292900,196943237.0,0.1487230556690809
1537,San Antonio Regional Hospital,CA,34.1019,-117.6381,CA,12741,196943237.0,0.0064693767575273
1538,San Antonio West Solar Rooftop,CA,33.965617,-117.659059,CA,1527,196943237.0,0.000775350310709
1539,San Diego - EMDF at San Diego,CA,32.590258,-116.91949,CA,1717,196943237.0,0.0008718248090946
1540,San Diego - NCRC at Vista,CA,33.190283,-117.255584,CA,1923,196943237.0,0.0009764234757652
1541,San Diego International Airport BESS,CA,32.7338,-117.1933,CA,0,196943237.0,0.0
1542,San Diego State University,CA,32.778225,-117.070114,CA,59006,196943237.0,0.0299609171144069
1543,San Diego Zoo,CA,32.739676,-117.151635,CA,0,196943237.0,0.0
1544,San Dimas,CA,34.1275,-117.7958,CA,0,196943237.0,0.0
1545,San Dimas Wash Generating Station,CA,34.124171,-117.805091,CA,0,196943237.0,0.0
1546,San Fernando,CA,34.312778,-118.492778,CA,86,196943237.0,4.366740453240342e-05
1547,San Francisquito 1,CA,34.590183,-118.454676,CA,10177,196943237.0,0.0051674787898403
1548,San Francisquito 2,CA,34.534337,-118.525113,CA,1242,196943237.0,0.0006306385631307
1549,San Gabriel Hydro Project,CA,34.204311,-117.855714,CA,1340,196943237.0,0.0006803990938769
1550,San Gorgonio Farms Wind Farm,CA,33.926111,-116.615,CA,77280,196943237.0,0.0392397328170248
1551,San Gorgonio Westwinds II LLC,CA,33.934,-116.5781,CA,132842,196943237.0,0.0674519227080643
1552,San Gorgonio Windplant WPP1993,CA,33.918395,-116.573906,CA,183137,196943237.0,0.092989737951753
1553,San Joaquin 2,CA,37.203233,-119.497508,CA,0,196943237.0,0.0
1554,San Joaquin 3,CA,37.253718,-119.519352,CA,0,196943237.0,0.0
1555,San Joaquin Solar,CA,36.527,-120.149,CA,28275,196943237.0,0.0143569286413221
1556,San Jose Cogeneration,CA,37.336113,-121.878332,CA,25670,196943237.0,0.0130342124924046
1557,San Pablo Raceway,CA,34.723748,-118.280345,CA,298587,196943237.0,0.1516106897339155
1558,Sanborn BESS 1,CA,35.027264,-118.139236,CA,-3301,196943237.0,-0.0016761174693193
1559,Sanborn BESS 2,CA,35.027264,-118.140078,CA,-4174,196943237.0,-0.002119392401375
1560,Sand Bar Power Plant,CA,38.1861,-120.15,CA,33807,196943237.0,0.0171658598258949
1561,Sand Drag LLC,CA,35.982778,-120.110277,CA,36799,196943237.0,0.0186850792952082
1562,Santa Ana 1,CA,34.14522,-117.058481,CA,-64,196943237.0,-3.249667314039324e-05
1563,Santa Ana 3,CA,34.107245,-117.099091,CA,305,196943237.0,0.0001548669579346
1564,Santa Clara Cogen,CA,37.364297,-121.944238,CA,43322,196943237.0,0.0219972011529393
1565,Santa Cruz Energy,CA,36.973333,-122.105556,CA,9459,196943237.0,0.0048029067380465
1566,Santa Fe Springs Rooftop Solar BLDG H,CA,33.910833,-118.044444,CA,2568,196943237.0,0.0013039290097582
1567,Santa Fe Springs Rooftop Solar BLDG M,CA,33.910833,-118.044444,CA,3027,196943237.0,0.001536991087437
1568,Santa Felicia Dam,CA,34.461667,-118.7511,CA,0,196943237.0,0.0
1569,Santa Maria EPG,CA,35.040833,-120.636667,CA,1011,196943237.0,0.0005133458835146
1570,Santa Maria LFG Power Plant,CA,34.9537,-120.4142,CA,0,196943237.0,0.0
1571,Santa Rita Jail Fuel Cell,CA,37.719166,-121.886944,CA,9505,196943237.0,0.0048262637218662
1572,Santa Rita Jail Hybrid,CA,37.719167,-121.886944,CA,11880,196943237.0,0.0060321949516854
1573,Santa Rosa Junior College Petaluma Solar,CA,38.46905,-122.72188,CA,181,196943237.0,9.190465372517464e-05
1574,Saticoy,CA,34.256691000000004,-119.15726,CA,-13060,196943237.0,-0.0066313523627114
1575,SB Water Reclamation Fuel Cell,CA,34.075594,-117.287339,CA,4527,196943237.0,0.002298631864165
1576,"SC 1 Data Center, Phase 2",CA,37.361667,-121.943611,CA,123,196943237.0,6.245454369169325e-05
1577,SCC - San Jose,CA,37.35106,-121.90551,CA,7716,196943237.0,0.0039178801554886
1578,SCCCD - Clovis Community College,CA,36.885463,-119.731899,CA,1972,196943237.0,0.0010013037411383
1579,SCCCD - Fresno Community College,CA,36.76655,-119.79858,CA,3818,196943237.0,0.0019386296570315
1580,SCDA Solar 1,CA,38.690186,-121.586514,CA,13105,196943237.0,0.0066542015860133
1581,SCE-Snowline-Duncan Road (North),CA,34.473889,-117.562778,CA,2693,196943237.0,0.0013673990744856
1582,SCE-Snowline-Duncan Road (South),CA,34.471389,-117.562222,CA,1811,196943237.0,0.0009195542977695
1583,SCE-Snowline-White Rd (Central),CA,34.415278,-117.47,CA,3125,196943237.0,0.0015867516181832
1584,SCE-Snowline-White Road (North),CA,34.4175,-117.469722,CA,3526,196943237.0,0.0017903635858285
1585,SCE-Snowline-White Road (South),CA,34.413056,-117.470833,CA,3355,196943237.0,0.0017035365372815
1586,Scott Flat,CA,39.272108,-120.932508,CA,2591,196943237.0,0.0013156075016681
1587,SCU000 El Camino Real Fuel Cell,CA,37.34994,-121.94064,CA,11493,196943237.0,0.0058356916312896
1588,SDCCD - Miramar,CA,32.906111,-117.121389,CA,1650,196943237.0,0.0008378048544007
1589,SDCWA - Twin Oaks,CA,33.21,-117.170556,CA,805,196943237.0,0.000408747216844
1590,"SE Athos II, LLC",CA,33.751283,-115.35499,CA,33259,196943237.0,0.0168876070621302
1591,SeaWorld Aquatica,CA,32.586536,-117.004884,CA,1937,196943237.0,0.0009835321230147
1592,Second Imperial Geothermal,CA,32.7144,-115.5356,CA,187294,196943237.0,0.0951004984243251
1593,SEGS III,CA,35.00694,-117.555768,CA,0,196943237.0,0.0
1594,SEGS IV,CA,35.012166,-117.555672,CA,0,196943237.0,0.0
1595,SEGS IX,CA,35.033,-117.338,CA,116280,196943237.0,0.0590423930119519
1596,SEGS V,CA,35.01948,-117.55553,CA,0,196943237.0,0.0
1597,SEGS VI,CA,35.020981,-117.566079,CA,0,196943237.0,0.0
1598,SEGS VII,CA,35.014836,-117.565903,CA,0,196943237.0,0.0
1599,"Sentinel Energy Center, LLC",CA,33.934167,-116.571388,CA,615904,196943237.0,0.3127317339665743
1600,Sepulveda Canyon,CA,34.0969,-118.4795,CA,0,196943237.0,0.0
1601,SEPV 1,CA,34.618861,-117.939444,CA,2903,196943237.0,0.0014740287832275
1602,SEPV 18,CA,34.613602,-117.93439,CA,4960,196943237.0,0.0025184921683804
1603,SEPV 2,CA,34.174167,-116.152778,CA,3824,196943237.0,0.0019416762201384
1604,SEPV 8,CA,34.171944,-116.1525,CA,29765,196943237.0,0.0151134918128719
1605,SEPV Imperial Dixieland East,CA,32.792038,-115.773448,CA,5572,196943237.0,0.0028292416052854
1606,SEPV Imperial Dixieland West,CA,32.79411,-115.779317,CA,7899,196943237.0,0.0040108003302494
1607,SEPV Mojave West,CA,35.022903,-118.282694,CA,55994,196943237.0,0.0284315424347371
1608,SEPV Palmdale East,CA,34.613056,-117.938889,CA,25830,196943237.0,0.0131154541752555
1609,SEPV Sierra,CA,34.733011,-118.138525,CA,641,196943237.0,0.0003254744919217
1610,SEPV9 Power Plant,CA,34.192222,-116.090278,CA,22197,196943237.0,0.0112707602140204
1611,Seville 1,CA,33.1125,-116.0139,CA,53987,196943237.0,0.0274124670754751
1612,Seville 2,CA,33.1101,-116.0059,CA,82467,196943237.0,0.0418734866229501
1613,SF Southeast Cogen Plant,CA,37.739722,-122.3925,CA,2077,196943237.0,0.0010546185955093
1614,SF State University,CA,37.723889,-122.4775,CA,3685,196943237.0,0.0018710975081617
1615,SFDK Solar,CA,38.132245,-122.231965,CA,10655,196943237.0,0.0054101883173576
1616,Shafter Solar LLC,CA,35.393333,-119.127778,CA,50997,196943237.0,0.0258942631271974
1617,Shasta,CA,40.717455,-122.422274,CA,989272,196943237.0,0.5023132629834859
1618,Shasta Solar Farm,CA,41.031389,-121.4225,CA,6784,196943237.0,0.0034446473528816
1619,Shelter Creek Condominiums Solar,CA,37.61909,-122.4289,CA,3683,196943237.0,0.001870081987126
1620,Shiloh I Wind Project,CA,38.12,-121.85,CA,471202,196943237.0,0.2392577715171809
1621,Shiloh III Wind Project LLC,CA,38.169444,-121.846944,CA,317603,196943237.0,0.1612662637407549
1622,Shiloh IV Wind Project LLC,CA,38.137488,-121.855342,CA,326645,196943237.0,0.1658574343428711
1623,Shiloh Wind Project 2 LLC,CA,38.1711,-121.8461,CA,459620,196943237.0,0.2333768891998053
1624,Sierra Nevada Brewing Co Hybrid,CA,39.724167,-121.815278,CA,8819,196943237.0,0.0044779400066426
1625,Sierra Pacific Burney Facility,CA,40.8767,-121.7016,CA,112968,196943237.0,0.0573606901769366
1626,Sierra Pacific Industries (2042-RD),CA,40.121389,-122.191944,CA,17223,196943237.0,0.0087451593983905
1627,Sierra Pacific Lincoln Facility,CA,38.9032,-121.3097,CA,92646,196943237.0,0.0470419809338261
1628,Sierra Pacific Quincy Facility,CA,39.941165,-120.909211,CA,110322,196943237.0,0.0560171558467884
1629,Sierra Pacific Sonora,CA,37.966389,-120.317777,CA,37649,196943237.0,0.0191166757353541
1630,Sierra Solar Greenworks,CA,34.703611,-118.334167,CA,38425,196943237.0,0.0195106978971814
1631,Signal Hill West Unit,CA,33.811182,-118.175645,CA,39702,196943237.0,0.0201591080784358
1632,Silicon Valley Clean Water,CA,37.542619,-122.231119,CA,7030,196943237.0,0.003569556440265
1633,Silveira Ranch Road Solar,CA,38.153474,-122.56565,CA,4587,196943237.0,0.0023290974952341
1634,Silverstrand Grid Energy Storage System,CA,34.20774,-119.079813,CA,0,196943237.0,0.0
1635,Siphon Drop Power Plant,CA,32.7792,-114.6344,CA,13768,196943237.0,0.006990846809327
1636,Site 980 65,CA,37.056803,-119.899706,CA,116,196943237.0,5.890022006696274e-05
1637,SJ/SC WPCP,CA,37.4344,-121.9464,CA,61010,196943237.0,0.0309784691921154
1638,Sky River Wind Energy Center,CA,35.2608,-118.2469,CA,41805,196943237.0,0.0212269284474084
1639,Slate Creek,CA,40.976859,-122.456251,CA,7246,196943237.0,0.0036792327121138
1640,Slate Hybrid,CA,36.226955,-119.8948,CA,9697,196943237.0,0.0049237537412873
1641,Sly Creek,CA,39.580413,-121.119479,CA,9331,196943237.0,0.0047379133917657
1642,SMUD at Fleshman,CA,38.237778,-121.3375,CA,5502,196943237.0,0.0027936983690381
1643,SMUD at Grundman,CA,38.364722,-121.41278,CA,30105,196943237.0,0.0152861303889302
1644,SMUD at Lawrence,CA,38.338868,-121.431342,CA,1427,196943237.0,0.0007245742589272
1645,SMUD at Van Conett,CA,38.253056,-121.278888,CA,5528,196943237.0,0.0028069001425014
1646,Soboba Community Solar Project,CA,33.767061,-116.905874,CA,3814,196943237.0,0.0019365986149603
1647,SOCCD,CA,33.676445,-117.777312,CA,0,196943237.0,0.0
1648,Sol Orchard El Centro PV,CA,32.803333,-115.546389,CA,39450,196943237.0,0.0200311524279455
