,popup,Plant state abbreviation_x,lat,lon,Plant state abbreviation_y,plant_annual_generation,state_annual_generation,perc_gen_state
8423,Alden Bailey Power Plant,OR,46.158402,-123.40596,OR,0,61016793.0,0.0
8424,"Alkali Solar, LLC",OR,43.31942,-121.0035,OR,25418,61016793.0,0.0416573843859673
8425,Arlington Wind Power Project,OR,45.7167,-120.2008,OR,226513,61016793.0,0.3712305889298377
8426,Baker City Solar,OR,44.702418,-117.763482,OR,32377,61016793.0,0.0530624413511867
8427,Baldock Solar Highway,OR,45.269444,-122.771667,OR,1911,61016793.0,0.0031319246817839
8428,Ballston Solar LLC,OR,45.077,-123.395,OR,3792,61016793.0,0.0062146825710751
8429,BC Solar,OR,42.175,-120.3598,OR,17876,61016793.0,0.0292968527533067
8430,Bear Creek Solar Center,OR,44.060814,-121.237203,OR,23196,61016793.0,0.0380157639553425
8431,Beaver,OR,46.172401,-123.17392,OR,841643,61016793.0,1.3793628911306433
8432,Bellevue Solar Project,OR,45.112222,-123.234722,OR,0,61016793.0,0.0
8433,Bend,OR,44.062326,-121.313331,OR,634,61016793.0,0.0010390582146787
8434,Benson Creek Windfarm (Burnt River),OR,44.366944,-117.343889,OR,33258,61016793.0,0.0545063061573885
8435,Big Cliff,OR,44.7514,-122.2832,OR,80093,61016793.0,0.1312638637038823
8436,Big Top LLC,OR,45.655,-119.4647,OR,3968,61016793.0,0.0065031277536988
8437,Bighorn Solar,OR,44.965702,-122.954234,OR,3191,61016793.0,0.0052297078281383
8438,Biglow Canyon Wind Farm,OR,45.653745,-120.603414,OR,1116245,61016793.0,1.829406209533169
8439,Biomass One LP,OR,42.436111,-122.849958,OR,193300,61016793.0,0.3167980329611882
8440,Black Cap Solar Plant,OR,42.17505,-120.362631,OR,3232,61016793.0,0.005296902444545
8441,Bly Solar Center,OR,42.392193,-121.024494,OR,19655,61016793.0,0.0322124435481228
8442,Bonneville,OR,45.6441,-121.941009,OR,4010426,61016793.0,6.57265943164204
8443,Boring Solar LLC,OR,45.431,-122.285,OR,3749,61016793.0,0.0061442101685023
8444,"Brightwood Solar, LLC",OR,45.384949,-122.084421,OR,0,61016793.0,0.0
8445,BristolSolar,OR,45.15,-122.79,OR,4330,61016793.0,0.0070964070497772
8446,Brush Creek Solar,OR,44.984217,-122.813127,OR,3356,61016793.0,0.0055001251868481
8447,Brush Solar Center,OR,44.465334,-118.204075,OR,6462,61016793.0,0.0105905271029239
8448,"Butler Solar, LLC",OR,45.101804,-123.410102,OR,8284,61016793.0,0.0135765903003128
8449,Butter Creek Power LLC,OR,45.7017,-119.4222,OR,12806,61016793.0,0.0209876648220433
8450,Carmen Smith,OR,44.285977,-122.041352,OR,150460,61016793.0,0.2465878532816367
8451,Carty Generating Station,OR,45.698611,-119.813056,OR,3027317,61016793.0,4.961448891619066
8452,Case Creek Solar,OR,45.172,-122.912,OR,3897,61016793.0,0.0063867663447995
8453,C-Drop Hydro,OR,42.165833,-121.685,OR,0,61016793.0,0.0
8454,"Chiloquin Solar, LLC",OR,42.610732,-121.861248,OR,19346,61016793.0,0.0317060255854482
8455,Chopin Wind LLC,OR,45.88,-118.463333,OR,31704,61016793.0,0.0519594663062675
8456,Clearwater 1,OR,43.251244,-122.337924,OR,17986,61016793.0,0.0294771309924466
8457,Clearwater 2,OR,43.266894,-122.409807,OR,15352,61016793.0,0.025160286611589
8458,Coffin Butte,OR,44.6969,-123.2234,OR,42443,61016793.0,0.0695595391255649
8459,Co-Gen II LLC,OR,42.961126,-123.359138,OR,0,61016793.0,0.0
8460,Co-Gen LLC,OR,44.458696,-118.720601,OR,0,61016793.0,0.0
8461,Colton Solar,OR,45.17,-122.473,OR,3615,61016793.0,0.0059245984953683
8462,Combine Hills I,OR,45.943,-118.591,OR,103619,61016793.0,0.1698204623766444
8463,Condon Windpower LLC,OR,45.2766,-120.2794,OR,97872,61016793.0,0.1604017438281294
8464,Copper Dam Plant,OR,45.66523,-121.523761,OR,14693,61016793.0,0.0240802560698331
8465,Cougar,OR,44.1307,-122.2439,OR,80210,61016793.0,0.1314556141946037
8466,Covanta Marion Inc,OR,45.048467,-122.962761,OR,64989,61016793.0,0.1065100225768994
8467,Coyote Springs,OR,45.847998,-119.67392,OR,1728811,61016793.0,2.833336389868933
8468,Coyote Springs II,OR,45.848039,-119.673965,OR,1533635,61016793.0,2.513463793483869
8469,Dalles Dam North Fishway Project,OR,45.614375,-121.136885,OR,42397,61016793.0,0.0694841500437428
8470,"Day Hill Solar, LLC",OR,45.26866,-122.32942,OR,3900,61016793.0,0.0063916830240488
8471,Dayton Cutoff Solar,OR,45.17,-123.135,OR,3564,61016793.0,0.0058410149481307
8472,Detroit,OR,44.7224,-122.2511,OR,192734,61016793.0,0.3158704194761596
8473,Dexter,OR,43.9242,-122.8055,OR,56530,61016793.0,0.0926466259870459
8474,Dillard Complex,OR,43.0895,-123.4156,OR,143094,61016793.0,0.2345157668315999
8475,Dorena Hydro-Electric Facility,OR,43.786667,-122.958056,OR,5462,61016793.0,0.0089516340198345
8476,Douglas County Forest Products,OR,43.2898,-123.361638,OR,19049,61016793.0,0.0312192743397706
8477,Drift Creek Solar,OR,44.970572,-122.803509,OR,3363,61016793.0,0.0055115974384297
8478,Dry Creek LFG to Energy Project,OR,42.3844,-122.7718,OR,20724,61016793.0,0.0339644202539455
8479,Dunn Road Solar,OR,45.431,-122.286,OR,3207,61016793.0,0.0052559301174678
8480,Durbin Creek Windfarm (Burnt River),OR,44.353056,-117.323056,OR,29246,61016793.0,0.0479310671080336
8481,Durham AWTF,OR,45.400524,-122.765822,OR,11246,61016793.0,0.0184309916124238
8482,"Duus Solar, LLC",OR,45.35,-122.35,OR,19616,61016793.0,0.0321485267178824
8483,Eagle Point,OR,42.514575,-122.757062,OR,13418,61016793.0,0.021990667388894
8484,Eagle Point Solar,OR,42.400814,-122.82917,OR,15449,61016793.0,0.0253192592406487
8485,East Side,OR,42.224847,-121.795496,OR,0,61016793.0,0.0
8486,Elbe Solar Center,OR,44.618,-121.205,OR,22281,61016793.0,0.0365161767843157
8487,Elkhorn Valley Wind Farm,OR,45.085221,-117.816273,OR,344536,61016793.0,0.5646576672753024
8488,Eurus Combine Hills Turbine Ranch 2,OR,45.943,-118.591,OR,146035,61016793.0,0.239335751388966
8489,Evergreen BioPower LLC,OR,44.770792,-122.611974,OR,54504,61016793.0,0.0893262286007066
8490,Falls Creek,OR,44.396815,-122.350246,OR,14287,61016793.0,0.0234148654780987
8491,Faraday,OR,45.268045,-122.32009,OR,-273,61016793.0,-0.0004474178116834
8492,Finley Buttes Landfill Gas,OR,45.69,-119.61,OR,38949,61016793.0,0.0638332466932505
8493,"Firwood Solar, LLC",OR,45.35,-122.25,OR,18746,61016793.0,0.0307226897355945
8494,Fish Creek,OR,43.274221,-122.448978,OR,12240,61016793.0,0.0200600513370147
8495,Fort Rock I,OR,43.320081,-121.003496,OR,25449,61016793.0,0.041708190071543
8496,Fort Rock IV,OR,43.38988,-120.956087,OR,24710,61016793.0,0.0404970480831399
8497,Foster,OR,44.4146,-122.6712,OR,62790,61016793.0,0.1029060966871857
8498,Four Corners Windfarm LLC,OR,45.7286,-119.4181,OR,18171,61016793.0,0.0297803262128181
8499,Four Mile Canyon Windfarm LLC,OR,45.6447,-119.4533,OR,22096,61016793.0,0.0362129815639442
8500,FPL Energy Vansycle LLC (OR),OR,46.01279,-118.816246,OR,124422,61016793.0,0.2039143551841539
8501,Galesville Project,OR,42.8489,-123.1778,OR,2516,61016793.0,0.004123454997053
8502,Garrett Solar,OR,42.16,-120.4,OR,24940,61016793.0,0.0408739934922505
8503,Georgia-Pacific Toledo Mill,OR,44.611944,-123.931944,OR,0,61016793.0,0.0
8504,Georgia-Pacific Wauna Mill,OR,46.153955,-123.40658,OR,151247,61016793.0,0.2478776621380281
8505,Grand Ronde Solar,OR,45.054,-123.61,OR,3726,61016793.0,0.0061065156275912
8506,Green Peter,OR,44.4494,-122.5494,OR,200026,61016793.0,0.3278212278380478
8507,Green Springs,OR,42.121168,-122.547896,OR,22265,61016793.0,0.0364899544949863
8508,GreenparkSolar,OR,44.879414,-122.937451,OR,1980,61016793.0,0.003245008304517
8509,"Grove Solar Center, LLC",OR,43.936687,-117.381214,OR,13235,61016793.0,0.0216907499546887
8510,Hay Canyon Wind Power LLC,OR,45.52,-120.5744,OR,223157,61016793.0,0.3657304637429895
8511,Hells Canyon,OR,45.2439,-116.7008,OR,1408617,61016793.0,2.308572658022194
8512,Hills Creek,OR,43.7107,-122.4238,OR,103336,61016793.0,0.1693566556341301
8513,Horseshoe Bend Wind LLC,OR,45.58555,-120.008249,OR,621213,61016793.0,1.0181016888252383
8514,"Hyline Solar Center, LLC",OR,44.151256,-117.000071,OR,14780,61016793.0,0.0242228397680618
8515,Interstate Solar,OR,45.129,-122.899,OR,3685,61016793.0,0.0060393210111845
8516,IP Springfield Oregon,OR,44.0569,-122.9555,OR,95017,61016793.0,0.155722704075909
8517,Jett Creek Windfarm (Burnt River),OR,44.425,-117.273889,OR,30332,61016793.0,0.0497109049962688
8518,John C Boyle,OR,42.093611,-122.0703,OR,154396,61016793.0,0.2530385364566768
8519,John Day,OR,45.71644,-120.69408,OR,7332608,61016793.0,12.017360532206272
8520,Juniper Ridge Hydroelectric Project,OR,44.142698,-121.269747,OR,10930,61016793.0,0.0179131013981675
8521,Kale Patch Solar,OR,45.083,-122.904,OR,3907,61016793.0,0.0064031552756304
8522,Klamath Falls Solar 2 CSG,OR,42.183,-121.764,OR,6550,61016793.0,0.0107347496942358
8523,Klondike Wind Power,OR,45.5563,-120.5507,OR,50165,61016793.0,0.0822150715131816
8524,Klondike Windpower II,OR,45.571,-120.593,OR,265766,61016793.0,0.4355620591203474
8525,Klondike Windpower III,OR,45.5836,-120.5042,OR,853184,61016793.0,1.3982773562025783
8526,Labish Solar LLC,OR,45.023,-122.922,OR,3895,61016793.0,0.0063834885586333
8527,Lacomb Irrigation District,OR,44.597518,-122.685441,OR,4131,61016793.0,0.0067702673262424
8528,Leaburg,OR,44.1011,-122.6892,OR,0,61016793.0,0.0
8529,Leaning Juniper,OR,45.652457,-120.209783,OR,293641,61016793.0,0.4812462038114655
8530,Leaning Juniper Wind Power II,OR,45.651,-120.2598,OR,443193,61016793.0,0.726345942173657
8531,Lemolo 1,OR,43.3558,-122.2494,OR,83259,61016793.0,0.1364525992049434
8532,Lemolo 2,OR,43.280611,-122.40248,OR,101281,61016793.0,0.1659887303483813
8533,Lime Wind,OR,44.396944,-117.271944,OR,6309,61016793.0,0.0103397764612112
8534,Lookout Point,OR,43.9153,-122.7531,OR,197115,61016793.0,0.3230504100731745
8535,Lost Creek,OR,42.6717,-122.6772,OR,193888,61016793.0,0.3177617020940448
8536,McNary,OR,45.9402,-119.2988,OR,4336635,61016793.0,7.107281105383562
8537,Medford Operation,OR,42.355517,-122.904642,OR,0,61016793.0,0.0
8538,Michell Butte Power Project,OR,43.771896,-117.155023,OR,3460,61016793.0,0.0056705700674894
8539,Middle Fork Irrigation District,OR,45.480701,-121.59984,OR,21075,61016793.0,0.0345396717261098
8540,MilfordSolar OR,OR,45.57,-123.05,OR,4608,61016793.0,0.0075520193268761
8541,Mill Creek Solar (OR),OR,45.16964,-123.13633,OR,3893,61016793.0,0.0063802107724671
8542,Millican Solar Energy LLC,OR,44.154107,-120.53409,OR,113989,61016793.0,0.1868157836482818
8543,Minke Solar,OR,45.172332,-122.622665,OR,3052,61016793.0,0.0050019016895889
8544,Montague Wind Power Facility LLC,OR,45.5857,-120.0904,OR,528639,61016793.0,0.866382800551317
8545,Morgan Solar Center,OR,43.951376,-117.07478,OR,7016,61016793.0,0.0114984738709554
8546,Mt Hope Solar,OR,45.12795,-122.61382,OR,4270,61016793.0,0.0069980734647918
8547,Neal Hot Springs Geothermal Project,OR,44.023056,-117.46806,OR,182841,61016793.0,0.2996568502051558
8548,North Fork,OR,45.243287,-122.27995,OR,167165,61016793.0,0.2739655622346458
8549,North Hurlburt Wind LLC,OR,45.731611,-120.083466,OR,569666,61016793.0,0.9336216670712274
8550,"NorWest Energy 2, LLC",OR,44.06803,-121.22838,OR,22252,61016793.0,0.0364686488849061
8551,"NorWest Energy 4, LLC",OR,42.695,-121.614,OR,9640,61016793.0,0.0157989293209821
8552,NorWest Energy 9 LLC,OR,45.917,-119.343,OR,11454,61016793.0,0.0187718813737064
8553,Oak Grove,OR,45.122009,-122.06987,OR,-728,61016793.0,-0.0011931141644891
8554,Old Mill Solar,OR,42.203333,-121.046389,OR,10439,61016793.0,0.0171084048943706
8555,O'Neill Creek Solar,OR,45.472,-123.129,OR,3948,61016793.0,0.006470349892037
8556,Ontario Solar Center,OR,44.112841,-117.028093,OR,7135,61016793.0,0.0116935021478431
8557,Opal Springs Hydro,OR,44.49004,-121.298812,OR,20028,61016793.0,0.0328237506681152
8558,"Open Range Solar Center, LLC",OR,43.796766,-117.065311,OR,22861,61016793.0,0.0374667347725076
8559,"OR Solar 2, LLC",OR,42.542084,-122.781338,OR,19636,61016793.0,0.0321813045795441
8560,"OR Solar 3, LLC",OR,42.022336,-121.418873,OR,24658,61016793.0,0.0404118256428193
8561,"OR Solar 5, LLC",OR,42.030332,-121.611565,OR,19420,61016793.0,0.0318273036735968
8562,"OR Solar 6, LLC",OR,42.208988,-120.367807,OR,24846,61016793.0,0.0407199375424401
8563,"OR Solar 8, LLC",OR,42.238888,-121.585833,OR,26161,61016793.0,0.0428750819467027
8564,"Orchard Windfarm 1, LLC",OR,45.38,-119.3332,OR,15050,61016793.0,0.024665340900496
8565,"Orchard Windfarm 2, LLC",OR,45.38,-119.3332,OR,14648,61016793.0,0.024006505881094
8566,"Orchard Windfarm 3, LLC",OR,45.38,-119.3332,OR,14345,61016793.0,0.0235099212769179
8567,"Orchard Windfarm 4, LLC",OR,45.38,-119.33322,OR,14794,61016793.0,0.0242457842712251
8568,Oregon Convention Center,OR,45.528457,-122.66317,OR,1850,61016793.0,0.0030319522037154
8569,Oregon State University Energy Center,OR,44.564333,-123.289089,OR,42995,61016793.0,0.0704642081074303
8570,Oregon Trail Windfarm LLC,OR,45.7122,-119.4044,OR,26209,61016793.0,0.042953748814691
8571,Oregon University System OIT Klamath Falls,OR,42.254167,-121.785,OR,2708,61016793.0,0.0044381224690061
8572,Oregon University System Rabbit Field,OR,44.573484,-123.31695,OR,1578,61016793.0,0.0025861732851151
8573,"OSLH, LLC",OR,44.061,-121.228,OR,22713,61016793.0,0.0372241785962103
8574,Outback Solar At Christmas Valley,OR,43.236944,-120.49,OR,10121,61016793.0,0.0165872368939481
8575,Owyhee Dam Power Project,OR,43.641603,-117.24374,OR,10200,61016793.0,0.0167167094475122
8576,Oxbow (OR),OR,44.971643,-116.835042,OR,685996,61016793.0,1.1242740994270215
8577,Pacific Canyon Windfarm LLC,OR,45.6542,-119.4869,OR,19285,61016793.0,0.0316060531073798
8578,Paisley Geothermal Generating Plant,OR,42.695833,-120.557778,OR,0,61016793.0,0.0
8579,"Palmer Creek Solar, LLC",OR,45.18484,-123.10175,OR,4136,61016793.0,0.0067784617916579
8580,PaTu Wind Farm LLC,OR,45.613061,-120.616906,OR,30203,61016793.0,0.0494994877885502
8581,Pebble Springs Wind LLC,OR,45.7119,-120.125,OR,225159,61016793.0,0.3690115276953346
8582,Pelton,OR,44.694374,-121.231379,OR,295216,61016793.0,0.4838274604173313
8583,Peters Drive Plant,OR,45.66764,-121.548455,OR,7191,61016793.0,0.0117852801604961
8584,PHP 1,OR,45.481708,-122.083188,OR,37893,61016793.0,0.062102575597508
8585,PHP 2,OR,45.448977,-122.151257,OR,31687,61016793.0,0.051931605123855
8586,Pika Solar,OR,45.089244,-122.7705,OR,3666,61016793.0,0.0060081820426058
8587,Port Westward,OR,46.17894,-123.172039,OR,2918641,61016793.0,4.783340546921239
8588,Port Westward Unit 2,OR,46.178889,-123.171944,OR,825324,61016793.0,1.3526177949077067
8589,POTB Digester,OR,45.414444,-123.804167,OR,0,61016793.0,0.0
8590,Prineville Solar Energy LLC,OR,44.163296,-120.524077,OR,93632,61016793.0,0.1534528371558302
8591,Prospect 1,OR,42.730717,-122.515122,OR,4727,61016793.0,0.0077470476037637
8592,Prospect 2,OR,42.731237,-122.513974,OR,153144,61016793.0,0.2509866423166488
8593,Prospect 3,OR,42.730606,-122.41846,OR,10632,61016793.0,0.0174247112594068
8594,Prospect 4,OR,42.733073,-122.515079,OR,981,61016793.0,0.0016077541145107
8595,Prospector Windfarm (Burnt River),OR,44.418056,-117.255,OR,30931,61016793.0,0.0506926019530393
8596,Rafael Solar,OR,44.859838,-123.007913,OR,3967,61016793.0,0.0065014888606157
8597,"Railroad Solar Center, LLC",OR,43.998019,-117.10118,OR,10388,61016793.0,0.017024821347133
8598,Red Prairie Solar,OR,45.087389,-123.417361,OR,472,61016793.0,0.0007735575352182
8599,Riley,OR,43.5559,-119.6852,OR,23732,61016793.0,0.0388942106478785
8600,River Mill,OR,45.299991,-122.350023,OR,79564,61016793.0,0.130396889262928
8601,Riverbend Landfill,OR,45.1672,-123.2511,OR,28524,61016793.0,0.0467477863020431
8602,"Rock Garden Solar, LLC",OR,43.39691,-120.93038,OR,25235,61016793.0,0.0413574669517619
8603,Roseburg LFG,OR,43.186111,-123.380278,OR,9496,61016793.0,0.0155629287170172
8604,Round Butte,OR,44.605837,-121.277334,OR,748181,61016793.0,1.2261886657989385
8605,Salem Smart Power Center,OR,44.922,-123.0183,OR,-276,61016793.0,-0.0004523344909326
8606,Sand Ranch Windfarm LLC,OR,45.6447,-119.4767,OR,24845,61016793.0,0.040718298649357
8607,Seneca Sustainable Energy LLC,OR,44.116306,-123.179007,OR,119942,61016793.0,0.1965721141719133
8608,Sheep Solar,OR,44.826,-122.949,OR,3845,61016793.0,0.0063015439044788
8609,"Shell New Energies, Junction City",OR,44.183526,-123.200454,OR,0,61016793.0,0.0
8610,Short Mountain,OR,43.96211,-122.997361,OR,17684,61016793.0,0.0289821852813536
8611,Silverton Solar,OR,45.014,-122.807,OR,3587,61016793.0,0.0058787094890418
8612,Siphon Power Project,OR,44.033022,-121.3297,OR,15032,61016793.0,0.0246358408250004
8613,Slide Creek,OR,43.2939,-122.4728,OR,37049,61016793.0,0.0607193498353805
8614,Soda Springs,OR,43.3061,-122.5014,OR,31580,61016793.0,0.0517562435639644
8615,Solar Star Oregon II,OR,44.1843,-120.918,OR,126033,61016793.0,0.206554611941011
8616,South Hurlburt Wind LLC,OR,45.706262,-120.079987,OR,622783,61016793.0,1.020674750965689
8617,Sprague Hydro,OR,42.50136,-120.98944,OR,822,61016793.0,0.0013471701142995
8618,"SSD Clackamas 1, LLC",OR,45.42,-122.333,OR,3337,61016793.0,0.0054689862182694
8619,"SSD Clackamas 4, LLC",OR,45.102,-122.662,OR,3649,61016793.0,0.0059803208601933
8620,"SSD Clackamas 7, LLC",OR,45.182,-122.591,OR,2934,61016793.0,0.0048085123057844
8621,"SSD Marion 1, LLC",OR,45.139507,-122.904499,OR,3798,61016793.0,0.0062245159295736
8622,"SSD Marion 3, LLC",OR,44.985,-122.938,OR,3309,61016793.0,0.0054230972119429
8623,"SSD Marion 5, LLC",OR,45.11601,-122.793791,OR,3701,61016793.0,0.006065543300514
8624,"SSD Marion 6, LLC",OR,45.254,-122.806,OR,4046,61016793.0,0.0066309614141798
8625,St Louis Solar,OR,45.11994,-122.9361,OR,4182,61016793.0,0.00685385087348
8626,Star Point Wind Project LLC,OR,45.51,-120.48,OR,236569,61016793.0,0.3877112977733851
8627,Starvation,OR,43.50222,-119.14852,OR,23029,61016793.0,0.0377420688104666
8628,"Steel Bridge Solar, LLC",OR,45.068,-123.47,OR,4145,61016793.0,0.0067932118294057
8629,Stone Creek,OR,45.081111,-121.886611,OR,37004,61016793.0,0.0606455996466415
8630,Sullivan,OR,45.354004,-122.618954,OR,108596,61016793.0,0.1779772332511805
8631,SulusSolar17,OR,45.34891,-122.433515,OR,4033,61016793.0,0.0066096558040997
8632,SulusSolar22,OR,44.97,-122.78,OR,3853,61016793.0,0.0063146550491436
8633,SulusSolar25,OR,45.27,-122.82,OR,3269,61016793.0,0.0053575414886193
8634,SulusSolar28,OR,45.1,-123.52,OR,4657,61016793.0,0.0076323250879475
8635,SulusSolar29,OR,45.46,-122.29,OR,3495,61016793.0,0.0057279313253975
8636,SulusSolar33,OR,45.08,-123.4,OR,4724,61016793.0,0.0077421309245145
8637,SulusSolar35,OR,45.140551,-122.649655,OR,4652,61016793.0,0.007624130622532
8638,"Suntex Solar, LLC",OR,43.56149,-119.68621,OR,25280,61016793.0,0.0414312171405009
8639,The Dalles,OR,45.614,-121.1346,OR,5965518,61016793.0,9.776846187245534
8640,Thomas Creek Solar,OR,45.131407,-122.619475,OR,3962,61016793.0,0.0064932943952003
8641,Threemile Canyon,OR,45.6758,-119.9375,OR,22869,61016793.0,0.0374798459171723
8642,Threemile Digester,OR,45.71,-119.901111,OR,36312,61016793.0,0.0595114856331436
8643,"Thunderegg Solar Center, LLC",OR,43.93097,-116.987626,OR,22539,61016793.0,0.0369390111997528
8644,Tickle Creek Solar,OR,45.375,-122.265,OR,3121,61016793.0,0.0051149853123221
8645,Timothy Lake Powerhouse,OR,45.370546,-121.756527,OR,0,61016793.0,0.0
8646,Toketee Falls,OR,43.272729,-122.447498,OR,144207,61016793.0,0.2363398548330784
8647,"Tumbleweed Solar, LLC",OR,44.192575,-121.233106,OR,19115,61016793.0,0.0313274412832546
8648,Tunnel 1 Power Project,OR,43.642023,-117.232674,OR,6262,61016793.0,0.010262748486306
8649,Univ of Oregon Central Power Station,OR,44.048333,-123.073889,OR,585,61016793.0,0.0009587524536073
8650,"Vale Air Solar Center, LLC",OR,43.965031,-117.25806,OR,22641,61016793.0,0.0371061782942279
8651,Vale Solar Center,OR,44.157874,-117.44434,OR,5919,61016793.0,0.0097006081588063
8652,Valley Creek Solar,OR,45.033,-123.094,OR,3818,61016793.0,0.0062572937912354
8653,Vansycle,OR,45.936157,-118.65999,OR,68658,61016793.0,0.1125231212987546
8654,Vansycle II Wind Energy Center,OR,45.899167,-118.591389,OR,303659,61016793.0,0.4976646347178554
8655,Wagon Trail LLC,OR,45.6531,-119.4625,OR,7640,61016793.0,0.0125211431548033
8656,Wallowa Falls,OR,45.266702,-117.212732,OR,3080,61016793.0,0.0050477906959154
8657,Walterville,OR,44.069636,-122.835046,OR,51100,61016793.0,0.0837474365458702
8658,Ward Butte Windfarm LLC,OR,45.6967,-119.4097,OR,17059,61016793.0,0.0279578771044227
8659,Warm Springs Power Enterprises,OR,44.724242,-121.247729,OR,58220,61016793.0,0.095416355297467
8660,Waste Management Columbia Ridge LFGTE,OR,45.5739,-120.2969,OR,93616,61016793.0,0.1534266148665007
8661,"West Hines Solar I, LLC",OR,43.50259,-119.14713,OR,23561,61016793.0,0.0386139599306702
8662,Wheat Field Wind Power Project,OR,45.675804,-120.31832,OR,219421,61016793.0,0.3596075591845674
8663,Wheatridge 1,OR,45.55975,-119.6338,OR,341609,61016793.0,0.5598606272210995
8664,Wheatridge Hybrid,OR,45.55975,-119.6338,OR,713534,61016793.0,1.1694059371491383
8665,Williams Acres Solar,OR,45.137,-122.799,OR,3721,61016793.0,0.0060983211621757
8666,Willow Creek Energy Center,OR,45.6533,-119.9914,OR,177371,61016793.0,0.2906921050406565
8667,Willow Spring Windfarm (Burnt River),OR,44.381944,-117.273056,OR,33350,61016793.0,0.0546570843210327
8668,WLWPCF Cogeneration Facility,OR,45.00812,-123.05286,OR,6732,61016793.0,0.011033028235358
8669,Woodline Solar,OR,42.236443,-121.57766,OR,16995,61016793.0,0.0278529879471049
8670,WyEast Solar,OR,45.5846,-120.59994,OR,22800,61016793.0,0.0373667622944391
8671,Yamhill Solar LLC,OR,45.108889,-123.278611,OR,1006,61016793.0,0.0016487264415879
8672,500 Virginia Solar,PA,40.139167,-75.191667,PA,1303,241279453.0,0.0005400376964548
8673,Allegheny Hydro No 8,PA,40.896596,-79.478982,PA,87484,241279453.0,0.0362583713251372
8674,Allegheny Hydro No 9,PA,40.955961,-79.550681,PA,98182,241279453.0,0.0406922341621853
8675,Allegheny No 6 Hydro Station,PA,40.716389,-79.577222,PA,41604,241279453.0,0.0172430762266358
8676,Allegheny No. 5 Hydro Station,PA,40.682875,-79.665298,PA,40778,241279453.0,0.0169007346017151
8677,Allegheny Ridge Wind Farm,PA,40.383889,-78.579444,PA,196306,241279453.0,0.0813604298083351
8678,Allenwood,PA,41.151111,-76.917777,PA,23486,241279453.0,0.0097339411657237
8679,Alpaca,PA,41.663056,-76.805556,PA,36378,241279453.0,0.0150771230403941
8680,Aqua Ingrams Mill,PA,39.9647,-75.6578,PA,1345,241279453.0,0.0005574448977219
8681,Armenia Mountain Wind Farm,PA,41.7619,-76.8553,PA,236583,241279453.0,0.0980535213663635
8682,Beaver Dam,PA,41.611389,-76.843056,AR,155520,61100036.0,0.2545334015842478
8683,Beaver Dam,PA,41.611389,-76.843056,PA,41565,241279453.0,0.0172269123968877
8684,Beaver Solar LLC,PA,40.691389,-80.323889,PA,1319,241279453.0,0.0005466690112232
8685,Beaver Valley,PA,40.6219,-80.4336,PA,14381396,241279453.0,5.960472730348903
8686,Beaver Valley Patterson Dam,PA,40.744105,-80.317839,PA,5382,241279453.0,0.0022306085052339
8687,Bethlehem Power Plant,PA,40.6175,-75.3147,PA,3497080,241279453.0,1.4493898906509872
8688,Big Level Wind,PA,41.869326,-77.665939,PA,255122,241279453.0,0.1057371428971202
8689,Birdsboro Power,PA,40.268522,-75.799669,PA,3465083,241279453.0,1.4361285044856265
8690,Blossburg,PA,41.706475,-77.08184,PA,543,241279453.0,0.0002250502449539
8691,Blue Ridge Landfill,PA,39.961944,-77.561111,PA,41848,241279453.0,0.0173442037768545
8692,Broad Mountain,PA,40.669608,-76.380716,PA,47152,241279453.0,0.0195424846225923
8693,Bucknell University,PA,40.955015,-76.878843,PA,38173,241279453.0,0.0158210736659785
8694,Cambria Wind LLC,PA,40.3042,-78.6908,PA,124987,241279453.0,0.0518017586851873
8695,CASD Solar,PA,40.2142,-77.2061,PA,0,241279453.0,0.0
8696,Casselman Wind Power Project,PA,39.85,-79.138,PA,87926,241279453.0,0.0364415613956154
8697,Chester Generating Station,PA,39.8301,-75.3837,PA,93,241279453.0,3.8544517091556906e-05
8698,Chester Operations,PA,39.843743,-75.358801,PA,178059,241279453.0,0.0737978297721024
8699,Chestnut Flats Wind Farm,PA,40.522846,-78.476921,PA,88177,241279453.0,0.0365455901460453
8700,Colver Green Energy,PA,40.55,-78.8,PA,643626,241279453.0,0.2667554124469936
8701,Conemaugh,PA,40.3842,-79.0611,PA,7263163,241279453.0,3.0102700042178894
8702,Conemaugh Hydro Plant,PA,40.46439,-79.365703,PA,46860,241279453.0,0.0194214631280683
8703,Covanta Delaware Valley,PA,39.8265,-75.3882,PA,589304,241279453.0,0.244241269893794
8704,Covanta Plymouth Renewable Energy,PA,40.0967,-75.3103,PA,204686,241279453.0,0.0848335809183055
8705,Crayola Solar Project,PA,40.760545,-75.238452,PA,2503,241279453.0,0.0010373863040878
8706,Cumberland County PA LFG Recovery,PA,40.1356,-77.5072,PA,47452,241279453.0,0.0196668217745006
8707,Dart Container Corp,PA,40.086463,-76.17603,PA,39086,241279453.0,0.0161994730649526
8708,Delaware Generating Station,PA,39.968021,-75.125203,PA,199,241279453.0,8.247697743247121e-05
8709,Dickinson Solar,PA,40.1976,-77.2197,PA,4590,241279453.0,0.0019023584241961
8710,East Campus Steam Plant,PA,40.809167,-77.8475,PA,53208,241279453.0,0.0220524372624468
8711,ECP Uptown Campus,PA,40.43727,-79.98741,PA,29246,241279453.0,0.012121214482362
