,Plant name,Plant state abbreviation,plant_annual_generation,state_annual_generation,perc_gen_state
9216,Sonoma Central Landfill Phase I,CA,9284,196943237,0.004714048647428294
9217,Sonoma Central Landfill Phase II,CA,14156,196943237,0.00718785789024073
9218,Sonoma Central Landfill Phase III,CA,0,196943237,0.0
9219,Sonora 1,CA,3664,196943237,0.0018604345372875129
9220,Sooner,OK,3194686,80754539,3.9560451208816882
9221,Sophie Solar,NC,7842,129720625,0.006045299272956787
9222,Soscol Ferry Solar,CA,5212,196943237,0.0026464478188707743
9223,Soul City Solar,NC,5276,129720625,0.0040672021122315745
9224,South,CA,16290,196943237,0.008271418835265717
9225,South Atlantic Services Solar Farm I,NC,2887,129720625,0.002225552027674859
9226,South Bay Fuel Cell Plant,CA,6660,196943237,0.0033816850486721715
9227,South Belridge Cogeneration Facility,CA,486558,196943237,0.24705494202880396
9228,South Cairo,NY,310,123769368,0.00025046585032251277
9229,South Campus Solar,DE,1577,4305117,0.036630827919427046
9230,South Canal Hydro-1,CO,17653,56832513,0.03106144540889825
9231,South Canal Hydro-3,CO,13389,56832513,0.023558697817919822
9232,South Chestnut LLC,PA,95853,241279453,0.03972696340620434
9233,South Colton,NY,76804,123769368,0.06205412634893635
9234,South Columbus Water Resource Facility,GA,0,124199660,0.0
9235,South Consolidated,AZ,0,108500902,0.0
9236,South Dakota Wind Energy Cente,SD,85288,17322385,0.4923571436612222
9237,South District Wastewater Treatment Plt,FL,21712,246185183,0.00881937724091218
9238,South Dry Creek Hydro,MT,2781,24947875,0.011147241999569102
9239,South Edwards,NY,9972,123769368,0.00805692083682612
9240,South Energy Center,FL,43585,246185183,0.017704152406280274
9241,South Field Energy,OH,2198702,125609074,1.750432456814386
9242,South Fond Du Lac,WI,31916,64242371,0.04968060721171079
9243,South Fork,AK,6206,6595656,0.09409223282718202
9244,South Fork Tolt,WA,54388,110808277,0.049082975994654256
9245,South Fork Wind Farm,MN,38230,59157452,0.06462414912663919
9246,South Forks Hydro,ID,26272,16834340,0.15606195431481126
9247,South Generation,MN,426,59157452,0.0007201121508749228
9248,South Georgia Medical Center,GA,0,124199660,0.0
9249,South Glens Falls Hydroelectric,NY,78960,123769368,0.06379607594021164
9250,South Goshen (Community Solar),NY,301,123769368,0.0002431942611196011
9251,South Hampton,NY,527,123769368,0.0004257919455482717
9252,South Harper,MO,67410,76941313,0.0876122298562802
9253,South Holston,TN,145055,79057159,0.18348116961804814
9254,South Hurlburt Wind LLC,OR,622783,61016793,1.020674750965689
9255,South Louisburg Solar,NC,0,129720625,0.0
9256,South Main Street,IL,1334,181296239,0.0007358122856591636
9257,South Meadow,CT,1136,44079902,0.0025771382159606436
9258,South Milford Solar Plant,UT,5666,42560283,0.013312881401657971
9259,"South Mills Solar, LLC",MT,6388,24947875,0.025605387232379512
9260,South Oak Creek,WI,4475795,64242371,6.967045160895447
9261,South Oaks Hospital,NY,6160,123769368,0.004976998832215093
9262,South Peak Wind,MT,293533,24947875,1.1765851801005096
9263,South Plains II,TX,966260,481398138,0.20071951337709576
9264,South Plains Wind Phase I,TX,754694,481398138,0.15677127525574266
9265,South Plant,IA,48,67198530,7.143013396275186e-05
9266,South Point Energy Center,AZ,2744912,108500902,2.529851779481059
9267,South Robeson Farm,NC,8192,129720625,0.006315109875549859
9268,South Sioux City Energy Storage,NE,0,37910817,0.0
9269,South Sioux City Solar,NE,4262,37910817,0.011242173968448108
9270,South Solar,SC,3784,98113889,0.0038567424434679176
9271,South Strawberry,IA,42,67198530,6.250136721740788e-05
9272,South Texas Project,TX,20855004,481398138,4.332173798312447
9273,South Trent Wind Farm,TX,244398,481398138,0.05076837251913093
9274,South Valley Solar Energy Center,NM,23065,35073576,0.06576175751226508
9275,South Windsor Fuel Cell,CT,3045,44079902,0.00690791009471845
9276,"South Winston Farm, LLC",NC,8797,129720625,0.006781496774317885
9277,Southampton Power Station,VA,318779,93102970,0.3423940181500118
9278,Southampton Solar PV,MA,3123,19429320,0.01607364539778026
9279,"Southampton Solar, LLC",VA,189319,93102970,0.20334367421361532
9280,Southbridge Landfill Gas-to-Energy,MA,11449,19429320,0.05892640607082492
9281,Southbridge PV,MA,3347,19429320,0.017226542153817016
9282,Southbridge Solar,MA,2948,19429320,0.01517294480712655
9283,Southcentral Power Project,AK,1041694,6595656,15.793637509293996
9284,Southeast Berrien Generating Facility,MI,38979,115298866,0.03380692399871479
9285,Southeast Chicago Energy Project,IL,0,181296239,0.0
9286,Southeast Kern River Cogen,CA,123164,196943237,0.06253781641661552
9287,Southeast Resource Recovery,CA,188532,196943237,0.09572910594538465
9288,Southeast Steam Plant,MN,914,59157452,0.0015450293565720174
9289,Southerland Farm Solar,NC,9675,129720625,0.007458335943108508
9290,"Southern Current One, LLC",SC,18841,98113889,0.01920319354581898
9291,Southern Hills Wind Farm,IA,607522,67198530,0.904070371777478
9292,Southern Minnesota Beet Sugar,MN,16862,59157452,0.028503594103410676
9293,Southern Sky Renew Energy Berkley LLC,MA,4211,19429320,0.021673429641387347
9294,Southfork Solar,FL,179139,246185183,0.07276595521185367
9295,Southold,NY,1391,123769368,0.001123864509027791
9296,Southside Water Reclamation Plant,NM,20250,35073576,0.0577357723660684
9297,Southwark,PA,168,241279453,6.962880506861893e-05
9298,Southwestern,OK,633378,80754539,0.7843249529292712
9299,Southwestern Bell Telephone,MO,36,76941313,4.6788907800416666e-05
9300,Southwick,TX,0,481398138,0.0
9301,Southwick Solar PV,MA,8369,19429320,0.04307407567531957
9302,Sowega Power,GA,63232,124199660,0.05091157254375737
9303,Space Coast Next Gen Solar Energy,FL,16431,246185183,0.006674244079100406
9304,Spalding,NE,5,37910817,1.3188847921689474e-05
9305,Spanish Fork,UT,2,42560283,4.699216873158479e-06
9306,Spanish Fork Wind Park 2 LLC,UT,45624,42560283,0.10719853531049124
9307,Spartan,NJ,14000,61421718,0.022793240657970525
9308,Spartan Hills LLC,MN,5308,59157452,0.008972665016065938
9309,"Spartan PV 1, LLC",MI,13583,115298866,0.011780688285347056
9310,Spartanburg Water System,SC,2144,98113889,0.002185215591647784
9311,Spaulding 1,CA,15234,196943237,0.007735223728449228
9312,Spaulding 2,CA,6078,196943237,0.0030861684273017203
9313,Spaulding 3,CA,5665,196943237,0.0028764633334426204
9314,Spearfish Hydro,SD,3150,17322385,0.018184562922484403
9315,Spearville,KS,208799,56572967,0.3690791045129381
9316,Spearville 3 LLC,KS,328386,56572967,0.5804645176202267
9317,Spectrum Solar PV Power Project,NV,81779,41598742,0.19659007957500255
9318,"Speedway Solar NC, LLC",NC,0,129720625,0.0
9319,Spencer,TX,7025,481398138,0.0014592910619026947
9320,"Spencer Farm, LLC",NC,9315,129720625,0.007180816466155632
9321,Spencer Gas Turbine,IA,0,67198530,0.0
9322,Spica Community Solar,MN,3524,59157452,0.005956984083763445
9323,Spicer Meadow Project,CA,4169,196943237,0.0021168535987859285
9324,Spicewood Solar Farm LLC,NC,8906,129720625,0.006865523504839727
9325,Spier Falls,NY,223477,123769368,0.18055921558878768
9326,Spillway,SC,13227,98113889,0.01348127174940543
9327,Spindle Hill Energy Center,CO,237968,56832513,0.41871806724436067
9328,Spinning Spur Wind II,TX,497205,481398138,0.10328353201897926
9329,Spinning Spur Wind III,TX,802273,481398138,0.16665477837805845
9330,Spinning Spur Wind LLC,TX,652451,481398138,0.13553251425330606
9331,Spion Kop Wind Farm,MT,118040,24947875,0.473146510474339
9332,Spirit Mound,SD,10644,17322385,0.061446504046642536
9333,Spirit Mountain,WY,15584,43460723,0.035857663941761854
9334,Spiritwood Station,ND,171833,43032351,0.39931120658501784
9335,Spokane Waste to Energy,WA,119619,110808277,0.1079513220839992
9336,Spooner Solar Array,WI,1774,64242371,0.0027614173829294065
9337,Sprague Hydro,OR,822,61016793,0.0013471701142995175
9338,Spreckels Sugar Company,CA,21638,196943237,0.010986922084559826
9339,Spring Canyon,CO,126529,56832513,0.22263488507010062
9340,Spring Canyon Expansion Wind Energy Ctr,CO,212957,56832513,0.37470980739493254
9341,Spring Creek,CA,264456,196943237,0.1342803155002474
9342,Spring Creek Energy Center,OK,59536,80754539,0.07372464846836659
9343,Spring Gap,CA,14213,196943237,0.0072168002397563925
9344,Spring Grove I,VA,216384,93102970,0.23241363836191262
9345,Spring Hill Road,MA,2783,19429320,0.014323712821653048
9346,"Spring Hope Solar 3, LLC",NC,7932,129720625,0.006114679142195005
9347,Spring House,PA,23367,241279453,0.009684620762133441
9348,Spring Mill Solar RES,IN,1621,94126593,0.0017221488086793918
9349,Spring Street Solar 1 CSG,MA,3787,19429320,0.01949116078174635
9350,Spring Valley,MN,369,59157452,0.0006237591166029261
9351,"Spring Valley Farm 2, LLC",NC,9478,129720625,0.007306471118220406
9352,Spring Valley Wind Project,NV,339944,41598742,0.8171977892985322
9353,Springbok 3 Solar Farm Hybrid,CA,238731,196943237,0.12121817617936279
9354,Springbok Solar Farm 1,CA,295790,196943237,0.15019048356557682
9355,Springbok Solar Farm 2,CA,415522,196943237,0.21098566588503873
9356,Springdale 1 & 2,PA,136856,241279453,0.05672095087185066
9357,Springer Solar 1,NM,2432,35073576,0.0069339949824335
9358,Springerville,AZ,8143638,108500902,7.505594746115567
9359,Springfield (CO),CO,0,56832513,0.0
9360,Springfield (MN),MN,0,59157452,0.0
9361,Springfield Solar 1 LLC,MO,7738,76941313,0.010057015793322892
9362,Springfield Solar LLC,OH,910,125609074,0.0007244699535003339
9363,Springfield Solar PV,MA,6376,19429320,0.03281638266290328
9364,Springfield Solar Project,NJ,10724,61421718,0.017459622344005422
9365,Springhill Gas Recovery Plant,FL,38484,246185183,0.015632134936406795
9366,Springs Generating Station,CA,564,196943237,0.0002863769320497154
9367,Springview,NE,9736,37910817,0.025681324673113747
9368,Springville Hydroelectric,CA,1191,196943237,0.0006047427767220054
9369,Spruance Operating Services LLC,VA,52526,93102970,0.056417104631570826
9370,Spruce - WCMD - Creek,MD,2651,38166683,0.006945848555925073
9371,Spruce - WCMD - Resh I,MD,2813,38166683,0.007370302522752632
9372,Spruce - WCMD - Rubble I,MD,1812,38166683,0.004747596221552708
9373,Spruce - WCMD - Rubble II,MD,2609,38166683,0.006835804934895705
9374,Spruce Mountain WInd,ME,57718,10900855,0.5294814030642551
9375,Spruce Ridge Gas Recovery,MN,15852,59157452,0.026796285952275296
9376,Squa Pan Hydro Station,ME,832,10900855,0.007632428832417273
9377,Square Barn Solar,IL,2022,181296239,0.0011153016803619408
9378,St Bonifacius,MN,1994,59157452,0.0033706657954098497
9379,St Clair,MI,3220441,115298866,2.7931246088751647
9380,St Croix Falls,WI,95662,64242371,0.14890795359965778
9381,St Francis,KS,0,56572967,0.0
9382,St Francis Energy Facility,MO,848197,76941313,1.1023947563775003
9383,St Francisville Mill,LA,113853,96954180,0.11742969720335936
9384,St George Red Rock,UT,1542,42560283,0.0036230962092051876
9385,St James,MN,96,59157452,0.00016227879456336288
9386,St John,KS,77,56572967,0.0001361074097457183
9387,St Johns Riverside Hospital,NY,14,123769368,1.1311360982307028e-05
9388,St Joseph Energy Center,IN,4449837,94126593,4.727502460436447
9389,St Joseph Landfill Generating Station,MO,11088,76941313,0.014410983602528333
9390,St Louis,MI,428,115298866,0.00037120920165858355
9391,St Louis Solar,OR,4182,61016793,0.006853850873480027
9392,St Lucie,FL,14153682,246185183,5.749201405025257
9393,St Marys,OH,628,125609074,0.0004999638799980326
9394,St Marys IC,AK,5688,6595656,0.08623857884644075
9395,St Nicholas Cogen Project,PA,659692,241279453,0.2734140813888533
9396,St Paul Cogeneration,MN,154204,59157452,0.26066707538384176
9397,St Stephen,SC,243861,98113889,0.24854890829982285
9398,St. Albans SPEED Project,VT,2673,2107642,0.12682419500085879
9399,St. Charles Power Plant,MN,100,59157452,0.00016904041100350298
9400,St. Charles Power Station (LA),LA,5011299,96954180,5.168729187333645
9401,St. Charles Solar,MN,3491,59157452,0.005901200748132289
9402,St. Cloud Hydro,MN,38896,59157452,0.06574995826392252
9403,St. Cloud Solar CSG,MN,9260,59157452,0.015653142058924378
9404,St. Johns Episcopal Hospital,NY,12,123769368,9.695452270548882e-06
9405,St. Joseph Hospital,NY,14,123769368,1.1311360982307028e-05
9406,St. Joseph Solar,IN,21221,94126593,0.022545169567541875
9407,"St. Joseph's Solar, LLC CSG",MA,1626,19429320,0.0083687952023025
9408,St. Lawrence University - Sutton,NY,2889,123769368,0.002334180134134643
9409,St. Luke's Cornwall Hospital,NY,0,123769368,0.0
9410,St. Mary Clean Energy Center,LA,0,96954180,0.0
9411,St. Mary's Hospital For Children,NY,0,123769368,0.0
9412,St. Matthews Solar,SC,19630,98113889,0.020007361037334886
9413,St. Michael,AK,0,6595656,0.0
9414,St. Olaf StandBy Generators,MN,318,59157452,0.0005375485069911395
9415,St. Olaf Wind Turbine,MN,2479,59157452,0.004190511788776839
9416,St. Paul Intl Airport Red & Blue Parking,MN,3092,59157452,0.005226729508228312
9417,"St. Pauls Solar 1, LLC",NC,9028,129720625,0.006959571772029312
9418,St. Pauls Solar 2,NC,9387,129720625,0.007236320361546208
9419,St.Joseph's Regional Medical Center,NJ,0,61421718,0.0
9420,Stafford,KS,0,56572967,0.0
9421,Stafford Hill Solar Hybrid,VT,1609,2107642,0.07634123821787572
9422,Stafford MS Ground Mount Community Solar,CT,3052,44079902,0.006923790347809757
9423,Stafford St 2 Community Solar,MA,3790,19429320,0.019506601363300412
9424,Stafford St Solar 1 CSG,MA,3639,19429320,0.01872942542507921
9425,Stafford St Solar 3 CSG,MA,1860,19429320,0.009573160563519464
9426,Stage Gulch Solar,CA,1808,196943237,0.000918031016216109
9427,Stagecoach Solar,NC,8728,129720625,0.006728305541235251
9428,Stahl Wind Energy,MN,4810,59157452,0.008130843769268495
9429,Stainback Solar Farm,NC,9658,129720625,0.007445230856696844
9430,Stairs,UT,3326,42560283,0.007814797660062552
9431,Stamford Health,CT,72,44079902,0.0001633397460820126
9432,Stampede,CA,5610,196943237,0.002848536504962595
9433,Stanberry,MO,0,76941313,0.0
9434,Standby Generation Plant,FL,11,246185183,4.468181174006723e-06
9435,Stanford Campus Solar,CA,6463,196943237,0.0032816562266618984
9436,Stanislaus,CA,130746,196943237,0.06638765666271648
9437,Stanton Energy Center,FL,6227169,246185183,2.5294653902871156
9438,Stanton Energy Reliability Center Hybrid,CA,3370,196943237,0.0017111529450488316
9439,Stanton Wind Energy LLC,TX,225094,481398138,0.04675838609080785
9440,"Staples La Mirada, CA",CA,1283,196943237,0.0006514567443613206
9441,Star Garden,MN,1812,59157452,0.003063012247383474
9442,Star Point Wind Project LLC,OR,236569,61016793,0.38771129777338514
9443,Star Solar,NC,9411,129720625,0.0072548216600097325
9444,Starbucks - Evolution Fresh,CA,6807,196943237,0.003456325844791512
9445,Stark,NY,90910,123769368,0.07345113049296656
9446,Starr,NC,10071,129720625,0.007763607367756669
9447,Starratt Solar,FL,8687,246185183,0.0035286445325996736
9448,Starvation,OR,23029,61016793,0.03774206881046665
9449,State Auto Insurance,SD,6,17322385,3.46372627094941e-05
9450,State Center,IA,465,67198530,0.0006919794227641587
9451,State Farm,IL,21,181296239,1.158325187319523e-05
9452,State Farm Insur Support Center Central,TX,78,481398138,1.62028046730833e-05
9453,State Farm Support Center East,GA,0,124199660,0.0
9454,State Line Combined Cycle,MO,1946512,76941313,2.529865847233462
9455,State Street Solar LLC,MA,1176,19429320,0.006052707969192952
9456,Stateline Solar,CA,638859,196943237,0.3243873766531013
9457,Statesville Delivery No 3,NC,-50,129720625,-3.854437179901037e-05
9458,Statesville Solar,NC,9673,129720625,0.007456794168236547
9459,"Statesville, Highway 64",NC,-43,129720625,-3.314815974714892e-05
9460,Station 9 Energy Storage System,MA,-103,19429320,-0.0005301266333561854
9461,Station H,MO,5328,76941313,0.006924758354461666
9462,Station I,MO,3746,76941313,0.004868645795010023
9463,Staunton,IN,6818,94126593,0.0072434365068328775
9464,Steamboat Hills LP,NV,210571,41598742,0.5061955960110525
9465,Steamboat II,NV,50470,41598742,0.12132578432299708
9466,Steamboat III,NV,54152,41598742,0.13017701352603403
9467,Stearns Community Solar One LLC CSG,MN,1486,59157452,0.002511940507512055
9468,Stearns Solar I,MN,2285,59157452,0.003862573391430043
9469,Stebbins,AK,3472,6595656,0.052640707762806306
9470,"Steel Bridge Solar, LLC",OR,4145,61016793,0.006793211829405718
9471,Steel Sun,NY,4658,123769368,0.0037634513896847243
9472,Steel Sun 2: 2303-III-2 Hamburg Tpke,NY,1939,123769368,0.0015666234960495231
9473,Steel Sun 2: 2303-III-4 Hamburg Tpke,NY,1981,123769368,0.0016005575789964444
9474,Steel Sun 2: 2303-III-9 Hamburg Tpke,NY,1269,123769368,0.0010252940776105442
9475,Steel Winds II,NY,61315,123769368,0.049539721330725386
9476,Steel Winds Wind Farm,NY,61315,123769368,0.049539721330725386
9477,Steele Flats Wind Project LLC,NE,304966,37910817,0.8044300390571906
9478,Stella Wind Farm,TX,545037,481398138,0.11321959039235004
9479,Stenner Creek Solar,CA,10555,196943237,0.005359412265575791
9480,Stephens Ranch Wind Energy LLC,TX,1249591,481398138,0.2595753704390107
9481,Stephentown Spindle,NY,-9689,123769368,-0.007828269754112343
9482,Sterling,KS,316,56572967,0.0005585706685668439
9483,Sterling I Wind Farm,NM,125690,35073576,0.3583609495649944
9484,Sterling PV 3,CO,3657,56832513,0.006434696984101336
9485,Sterling Power Plant,NY,15171,123769368,0.012257475533041424
9486,Sterling Solar (TX),TX,14237,481398138,0.0029574273093677813
9487,Sterlington,LA,7369,96954180,0.007600497472104864
9488,Sterlington Greenworks LLC,NY,1841,123769368,0.0014874439691733741
9489,Stetson Road Solar - Barre I,MA,2844,19429320,0.014637671313252342
9490,Stetson Wind I,ME,116606,10900855,1.069695909174097
9491,Stetson Wind II,ME,51819,10900855,0.47536638181133495
9492,Stevens Community Medical Center,MN,20,59157452,3.38080822007006e-05
9493,Stevens Community Solar LLC,MN,2065,59157452,0.0034906844872223362
9494,Stevens Creek,GA,87080,124199660,0.07011291335258084
9495,Stevens Mills Dam,NH,6902,17193202,0.04014377310288101
9496,Stevens Point,WI,29922,64242371,0.046576736714776606
9497,Stevens Point Mill,WI,16991,64242371,0.026448276636614174
9498,Stevenson,CT,116551,44079902,0.2644084825778424
9499,"Stewart CSG1, LLC",MN,970,59157452,0.001639691986733979
9500,Stewart Mountain,AZ,26612,108500902,0.02452698503833636
9501,Stewarts Bridge,NY,130324,123769368,0.10529584347558436
9502,Stikeleather Farm,NC,9602,129720625,0.007402061160281952
9503,Stiles,WI,4154,64242371,0.006466137434435601
9504,Still Water Power,CA,3767,196943237,0.0019127338706228332
9505,Stillwater B,ME,12177,10900855,0.11170683400522252
9506,Stillwater Energy Center,OK,75897,80754539,0.09398480994362435
9507,Stillwater Facility,NV,138099,41598742,0.33197878916626855
9508,Stillwater Hydro Electric Project,NY,16132,123769368,0.013033919669041213
9509,Stillwater Hydro Station,ME,7263,10900855,0.06662780121375801
